PLZ_ID	plastic
9eb4bdb928	PE
eefb0f00ba	PE
3e99d2dcea	PE
3ca10c0eee	PE
9c0d50c1b5	PE
04f589fcf0	PE
d8ce771d48	PE
9bb9bd9196	PE
6fef44ada6	PE
20589c8d42	PE
05152f058c	PE
ee5fdfb04b	PE
ddbc776821	PE
c1032cc919	PE
f51212f658	PE
25d75a4b52	PE
e5513eb4d8	PE
041a2e38cb	PE
1aabf8e5dd	PE
b4bff29f23	PE
cb4a43fed5	PE
743e276422	PE
feefae00c1	PE
74a1e4c30c	PE
d17d8c9b11	PE
85147ebf3e	PE
397ffa6cf3	PE
7311a231b6	PE
e9ff92b031	PE
175b48eed3	PE
15b4320c3b	PE
a4286353b3	PE
605e1ef849	PE
70f473f422	PE
0fd8d11675	PE
d634126fed	PE
718c252d37	PE
21d4a7ed44	PE
20b21abf92	PE
44902ebe7b	PE
0fee6fb3a9	PE
885bfef023	PE
f491b64a59	PEA
bf88bb5aea	PEA
94d8b12380	PEA
673931e654	PEF
d165428649	PEF
53c98434e4	PEF
0aeea1a011	PEF
d7bed73e54	PEG
b87d0b6522	PEG
30759ef390	PES
1b6c11725e	PES
c700da065c	PES
c6ba13876b	PES
9487e71955	PES
9586bd0266	PES
7eb138332a	PES
271d1a9d51	PES
abe7d1af97	PES
ff607b63f9	PES
f9c1c5b7a8	PES
cfbb7be938	PES
9e58109437	PES
6567ff6179	PES
2e3ea59b6e	PES
f573d83bdf	PES
e68d032e02	PES
3a1bf0ec9a	PES
866554aa77	PET
9a48d1ff76	PET
85a978fa82	PET
b29e217ad6	PET
3802c03734	PET
75d1d6dced	PET
906ec17d8c	PET
934638e5fe	PET
6705dda016	PET
6409ea9daa	PET
aec703ce30	PET
3827a0088c	PET
46d55cfb0d	PET
b9b9faf119	PET
f36e94e4cd	PET
4a33bf07ab	PET
f3d4ac4243	PET
fac246d09f	PET
9ff4a45fea	PET
456bdb5038	PET
514cb13c45	PET
0e2021517a	PET
b14e3b6d50	PET
893bea12b0	PET
bacbd23fff	PET
fb4e72acc2	PET
84feca3a14	PET
4afd1b487c	PET
ce1110707a	PET
b0375b48ae	PET
14f90e3820	PET
9ec43d6bd2	PET
0587836e7f	PET
e25293c89f	PET
73e435bdca	PET
e4b7278a25	PET
73f97ec8ae	PET
1aa78e89fd	PET
e9a3e8ca80	PET
a911419f7d	PET
a07f81ab9e	PET
6965194d9f	PET
9b005da363	PET
b9d9c3582d	PET
42a57148b7	PET
41d8053d83	PET
ac6ac26c24	PET
2367ca90a9	PET
c920427ab9	PET
1d4897dbbb	PET
bebe7ca7b4	PET
7cd0767220	PET
073f219340	PET
e311a2ed84	PET
10d387a557	PET
aad271a92a	PET
0c21c998ea	PET
d6d1168f2f	PET
d50823b6e9	PET
dd06f14b2b	PET
f8b44d44a0	PET
0450b76c0e	PET
e13a2b349b	PET
7c52a1815c	PET
b7d2efad44	PET
811c1fe1c7	PET
e45a8bc01c	PET
a8d99410e3	PET
6bc004d39f	PET
393e875f9c	PET
4891e21675	PET
ad56293e9d	PET
79dfb29ac4	PET
f77f77269a	PET
57a9cf2b6e	PET
00fab94b93	PET
6e7f13c84a	PET
fcfb4dbdd3	PET
37b4121383	PET
3b0207ec4f	PET
d3069ec361	PET
205a716db5	PET
604fa67140	PET
cdd1b55a29	PET
7165b2c2f3	PET
fea5f92c2f	PET
0515046867	PET
26013eef48	PET
8fd8c71895	PET
0a0da03236	PET
4c0dc053e3	PET
3d5c24dd3c	PET
c3c4a5404a	PET
e547b9fe8f	PET
a4a0f6aee5	PET
2cbb6fa0a4	PET
31365f5cd8	PET
be82051ac2	PET
ca79aac6d2	PET
e11e569636	PET
ab8577ca95	PET
02c51ee7a6	PET
d9694b0ff9	PET
149923aec6	PET
f2f078ec6e	PET
da03ff6a1f	PET
1323d77882	PET
bd7ef0ab46	PET
5739f30145	PET
0d1c9623c0	PET
aecb7c3198	PET
6a483e40a8	PET
32563c0c0f	PET
97ef2c6458	PET
a32b521bb7	PET
bba02d5c53	PET
6861317ba8	PET
59c3ac884c	PET
6a430b910d	PET
86dfa44bfc	PET
ba1370eff7	PET
8d4d5bb36a	PET
a562f629d5	PET
6a8a30e8ee	PET
66f87f129e	PET
5dbbb08aa0	PET
96efdbdfe5	PET
afc53f6b36	PET
a651a1b1d8	PET
1b21833402	PET
008a870d80	PET
9fc8df1f76	PET
7c2627e466	PET
fa0bd8f4c6	PET
873991b8aa	PET
493233b660	PET
d734597dbb	PET
f21db2040e	PET
e4c67a6a21	PET
ba04d67a0c	PET
28e0c597d2	PET
db22af4962	PET
8d3035ebc0	PET
932319d49c	PET
38e6dd8e07	PET
ddd493bacf	PET
ec2adebfeb	PET
01816243fe	PET
71847c44b4	PET
92af6d89be	PET
3defbf05c8	PET
c8684b0003	PET
732ed1bb3b	PET
91351ca686	PET
c336b15ba2	PET
31a652ca2d	PET
222a0eb1a0	PET
00142236f3	PET
845d06c8ab	PET
0e5551e3cc	PET
1efb0efbc3	PET
621a3be2cf	PET
91158a9f29	PET
fc7a9b40c6	PET
cad79d6541	PET
ee302712eb	PET
54284e6c39	PET
6c598a08cc	PET
12e97be63f	PET
96fa2b30a0	PET
60a1245891	PET
78d422fd0d	PET
fa2e7bbd85	PET
1673038e62	PET
7146995d5b	PET
683c993b41	PET
3c212ad22f	PET
4523ef2c78	PET
aef0b24815	PET
b0efc2262a	PET
80055e7dba	PET
f491471d3c	PET
acbf9a73a0	PET
39303036f2	PET
dfcdbfc711	PET
70b482d682	PET
ac3254b0de	PET
4e8b02077e	PET
6bd96eb639	PET
5e3dfa3da5	PET
861296c868	PET
283c27c23a	PET
05a48f497b	PET
ce52099fae	PET
1a69e84242	PET
f6e2283285	PET
27e0806fd7	PET
95ca46e589	PET
03e0eb2320	PET
8e9880dac6	PET
6920533259	PET
a5b0538137	PET
29a113e22a	PET
51357b4c72	PET
20a763ee4a	PET
2f1a5cbb2b	PHA
2135f734a9	PHA
6fefd4bb3c	PHA
0a5014546e	PHA
a50b31832e	PHA
5b6532f66c	PHA
3251320be6	PHA
4103d19a32	PHA
b0719a4e81	PHA
7d062905dd	PHA
7323254d54	PHA
1981137cc5	PHA
8e302fe439	PHA
454f96425d	PHA
521175a7f9	PHA
f3be969afb	PHA
1a7b00009a	PHA
1aeddb8313	PHA
5f93990251	PHA
f1eb3df543	PHA
e3ebe3e012	PHA
24cea6077e	PHA
c3de1d571a	PHA
aaba9bb32d	PHA
38e8adc379	PHA
5189ee6279	PHA
abb10a2e62	PHA
d5a2e7dd85	PHA
41a062475d	PHA
e806345e17	PHA
00fa42abc0	PHA
f833c929a2	PHA
380f544a6b	PHA
1a391c39bf	PHA
ae23d6dacc	PHA
2c5eeaa935	PHA
a3897d7589	PHA
a673665cbd	PHA
9c4ee19293	PHA
cf46d0ab3a	PHA
0f02e843cf	PHA
90680ee2e7	PHA
2191160d94	PHA
16203af96a	PHA
5a507615db	PHA
0dc929eac8	PHA
35f5b0e4a0	PHA
58320186d8	PHA
112e02b7ef	PHA
f3e6971aea	PHA
de18a59af7	PHA
c90a0c9138	PHA
83bfd8fbce	PHA
0e6edde100	PHA
b8d59bbd78	PHA
e4cd1530a6	PHA
0b19f38f0c	PHA
a9aff05e0e	PHB
f3a6443770	PHB
cbad6e4ab8	PHB
a8ba27c2ae	PHB
f018c7482a	PHB
5f841b75d1	PHB
0abd1affa6	PHB
e67c50af77	PHB
4c5acb17aa	PHB
8744626bb7	PHB
4087d63afa	PHB
3742dd1eb0	PHB
5a573454bf	PHB
4b883a91a7	PHB
3ea468f2c4	PHB
94e029b470	PHB
0313526622	PHB
0bd0510ab4	PHB
d13d6fc368	PHB
396dc88a09	PHB
554efb45e8	PHB
c717a2c510	PHB
79fef377d2	PHB
28199f68fa	PHB
cba70643b3	PHB
abe5a922dc	PHB
31cfe3d263	PHB
10b480a9c8	PHB
996508e56e	PHB
0a1e62c5b0	PHB
37796c670f	PHB
8ac70de00c	PHB
f3eeb93496	PHB
61f0b6991a	PHB
23866b7bed	PHB
f20777fba8	PHB
211407efe7	PHB
bba14c5eef	PHB
d008be676d	PHB
8c2ff5d9e6	PHB
036ee941c0	PHB
c3566b338d	PHB
dedade93ea	PHB
b981f29dd4	PHB
ade6668ce3	PHB
a00bd31f8c	PHB
94c4f4c6de	PHB
00d4a4bfbe	PHB
e4bb68ce52	PHB
a075d33c76	PHB
297b66a43e	PHB
205e43836c	PHB
34cc9e64bc	PHB
78611d152b	PHB
6e70cbf6fe	PHB
5f641db398	PHB
8471888775	PHB
42624d0f9b	PHB
ac3a0bf2b8	PHB
2f063460dd	PHB
142be13b2f	PHB
35a787a920	PHB
3382175ec0	PHB
0780f79746	PHB
3f3caa5571	PHB
c6512ef5a8	PHB
65f6b269ed	PHB
4f7248ce37	PHB
740473da68	PHB
774af915a2	PHB
efc0e2d35e	PHB
433d9f4983	PHB
56aaa6ff54	PHBH
25a220737a	PHBV
f1ffb2cc48	PHBV
a49f5a7391	PHBV
9c93ce4ace	PHBV
1ff31b8c44	PHBV
4990477ff9	PHBV
88b60b6822	PHBV
8a5a9cf0f8	PHBV
86289fa2b6	PHBVH
af00216e10	PHO
8613412907	PHO
f178749ab6	PHO
49c1c376f7	PHPV
a7b2583e58	PHTHALATE
a6430f171e	PHTHALATE
b63154ac9e	PHTHALATE
ca458ed41e	PHTHALATE
245d273c1d	PHTHALATE
ae41afcb1b	PHTHALATE
4e85264cb2	PHTHALATE
7cd0d77ec3	PHTHALATE
684f7fab7d	PHTHALATE
ed2bc1517a	PHV
11f88dc711	PHV
427e7a6a54	PHV
6bf36bddb5	PHV
88cf56e92c	PHV
0c1b4dd3c4	PLA
3bababdd09	PLA
bc5813403e	PLA
2e2ecc1408	PLA
05f3ecb569	PLA
b976d89166	PLA
0d5e59d45f	PLA
9463e95eb1	PLA
208d6ef2c0	PLA
04a18e632f	PLA
5415d494a2	PLA
63bef039bc	PLA
6bed28b628	PLA
338eba7f89	PLA
3aa521b56c	PLA
d79875821d	PLA
6812d43701	PLA
700d816e7e	PLA
e5a1647dba	PLA
3e716ac988	PLA
9461601f6c	PLA
e81e3394eb	PLA
8b907502f7	PLA
bec89b1c7b	PLA
d36aecec6c	PLA
25eeddfce3	PLA
8ae352db30	PLA
41cce49ced	PLA
9dd366090c	PLA
1280b6f089	PLA
360413121e	PLA
0f524a9f53	PLA
e8a51f54f6	PLA
d9341bd40c	PLA
2794a2ac58	PLA
dc39738b17	PLA
38aef3b00d	PLA
ef3146b33f	PLA
94e8157fc2	PLA
7107875d92	PLA
906c676c12	PLA
c04c861330	PLA
7cef641eb1	PLA
b594c122d6	PLA
4d718eaf4c	PLA
159589279e	PLA
cceac56d17	PLA
0ceccec9cc	PLA
ecb0356ac4	PLA
6e9f418fdf	PLA
92dd94b599	PLA
866aa272d0	PLA
4d951d2a2f	PLA
a92dae508e	PLA
d0b341036d	PLA
9a2ca2353d	PLA
79b65e7f1a	PLA
2c49c95917	PLA
736fafe115	PLA
16fcee7045	PLA
2eb72ff619	PMCL
d9dc46e29e	PPL
f314cef4de	PS
081e78f8d9	PS
2b7c7dbebe	PS
7935025160	PS
20790a50be	PS
e79726b180	PU
8992bea4a0	PU
788e7e51f7	PU
4b213359a5	PU
80edf54250	PU
f54e434380	PU
a9addab7e5	PU
5e86cdba97	PU
192517c6e5	PU
4eedb72779	PU
c50a52f76b	PU
e314fd49e8	PU
92eb405214	PU
d341eb7398	PU
259aa1c132	PU
1d0122680f	PU
ebd68a1304	PU
b432ac1d48	PU
6f3ec9ef55	PU
cc3e71b56a	PU
cd89c7faa8	PU
9d51f58434	PU
a51e86f103	PU
42af6294e5	PU
78c4630b8e	PU
b82cbfc949	PU
f7bfaf0e2c	PU
8fcdc4ab64	PU
2cbd6286d8	PU
4acfa22c77	PU
8b105dab15	PU
072808affc	PU
137772f675	PU
db3ac7abc3	PU
3b18b469b2	PU
eb9074ee39	PU
43b5ee59ed	PU
bf48b0b669	PU
77ef59ef95	PU
600017a27e	PU
2afecc251a	PU
1f00412a9c	PU
f3fae504a7	PU
4333a4e738	PU
39e573ece1	PU
48e707ea5e	PU
44fc30b9f9	PUR
4c0c9b7e38	PUR
f1a9d94fa0	PUR
f6a0e986e5	PUR
aa6b6a90fb	PUR
d6ca63e765	PUR
a1174ea7c2	PUR
86e9861f60	PUR
0cde697c94	PUR
db53972fd0	PUR
602c0a148d	PUR
b5cc08991a	PUR
8c8dedb187	PUR
c0e6029ac0	PUR
076eb0f3c5	PUR
06c621f506	PUR
f68456eb37	PUR
e0b773f26a	PUR
29a87feb83	PUR
bc6dc96ad3	PUR
ecd4ae6913	PUR
7ec6af2f7a	PUR
830f72f764	PUR
dbd3a29cf0	PUR
d10fa554cb	PUR
cf979ca9fc	PUR
040897e354	PUR
abc5b97266	PUR
3ec22ba0a0	PUR
40d7b91cfc	PUR
a1ba8d1e9f	PUR
c2af84ff2d	PUR
7da4a2297c	PUR
f794bee2ae	PUR
ce5541e270	PUR
667c9af2a6	PUR
90c1082c93	PUR
06e4c567c7	PUR
f7e4f2767d	PUR
3c64725308	PUR
2e5aca366e	PUR
ec7ed6170e	PUR
fcdff1606d	PUR
1b40b6357c	PUR
def48eb109	PUR
42b95295f2	PUR
6d6b735199	PUR
f33c31297d	PUR
445a71b3e9	PUR
9c9031d1bb	PUR
194e407637	PUR
8be92366f4	PUR
76fa3461f2	PVA
a74243e772	PVA
f10eaf7b32	PVA
1937e85c8a	PVA
9109e5e80d	PVA
b0b387d543	TP
0f91408247	TP
5fd91ef205	TP
4417eaa49c	TP
5ba8e169db	TP
be56c3a419	TP
2c63395a74	TP
6c15fecaaa	TP
c1a9628345	phthalate
df0e288173	phthalate
43eda4fa96	phthalate
cf5ff96a55	phthalate
d6d22e6e3e	phthalate
8765440774	phthalate
75a85135b8	phthalate
1b8eb2e248	unknown_plastic
b28b2e6db4	unknown_plastic
6f4d48f1b7	unknown_plastic
5ce14b1e72	unknown_plastic
3ff03b7cbd	unknown_plastic
93851332f3	unknown_plastic
f335cf26ed	unknown_plastic
3e758f86d9	unknown_plastic
202d1bdd67	unknown_plastic
21dc41c66d	unknown_plastic
c2ecf46c1e	unknown_plastic
39a0e1bbf5	unknown_plastic
3c0a057ddb	unknown_plastic
a9b12d4f0d	unknown_plastic
d154234a33	unknown_plastic
412ca20221	unknown_plastic
0b43a23c42	unknown_plastic
ec0c9a34b4	unknown_plastic
8f75b5a6a4	unknown_plastic
ba11c48f84	unknown_plastic
d0e53e624f	unknown_plastic
bc53177eef	unknown_plastic
501458601d	unknown_plastic
f82dafef67	unknown_plastic
310572fbe5	unknown_plastic
22f7e468b0	unknown_plastic
9aac834775	unknown_plastic
6e3fb3f27e	unknown_plastic
1e43f68f2e	unknown_plastic
87eaeb9416	unknown_plastic
35c2b577ff	unknown_plastic
742c67e334	unknown_plastic
20bdd08f64	unknown_plastic
20ad82be0c	unknown_plastic
7e6abeb981	unknown_plastic
2aca31efba	unknown_plastic
19792f36ab	unknown_plastic
1a8f6eea6e	unknown_plastic
a7815b64b8	unknown_plastic
d7ef5e0ddd	unknown_plastic
cd48e0f847	unknown_plastic
a9ee94fb84	unknown_plastic
deede9064a	unknown_plastic
9abe02a7b7	unknown_plastic
015f8e0cfa	unknown_plastic
3451227ee6	unknown_plastic
8248c7df36	unknown_plastic
eb1f85fb9d	unknown_plastic
8325572f57	unknown_plastic
af137402ef	unknown_plastic
84c9cf6dcc	unknown_plastic
af4331f763	unknown_plastic
2a28340a99	unknown_plastic
1752e44a54	unknown_plastic
d05da4672f	unknown_plastic
8bc97bfa2e	unknown_plastic
bc493c8e8c	unknown_plastic
7f53644783	unknown_plastic
ca866529d5	unknown_plastic
74249ed129	unknown_plastic
70717b2d1f	unknown_plastic
0ee0cf49f0	unknown_plastic
3812f56cdc	unknown_plastic
76077009a6	unknown_plastic
7889ca2aa0	unknown_plastic
9041bd3d3f	unknown_plastic
84ce513d73	unknown_plastic
a3b7dad362	unknown_plastic
302e134653	unknown_plastic
12a38f84cb	unknown_plastic
7b35d59512	unknown_plastic
bce4c2fd1b	unknown_plastic
a428d149f2	unknown_plastic
081b5015ae	unknown_plastic
4fd017d794	unknown_plastic
47b32d617e	unknown_plastic
e932213266	unknown_plastic
7f15e8023e	unknown_plastic
3cf9fd8a8d	unknown_plastic
8ba629e3c5	unknown_plastic
1ccebb556f	unknown_plastic
0b77fb0093	unknown_plastic
dc6451f1c5	unknown_plastic
750cb89ae6	unknown_plastic
2992a50be5	unknown_plastic
ceea0da046	unknown_plastic
c434e55577	unknown_plastic
2881e866a8	unknown_plastic
f7f4fc795b	unknown_plastic
8aa1ef8fdb	unknown_plastic
d1c4397472	unknown_plastic
49784b33cb	unknown_plastic
fdd550f335	unknown_plastic
a63e106409	unknown_plastic
5cf602d803	unknown_plastic
32ef12830e	unknown_plastic
e99a5a2842	unknown_plastic
8beb1c0a8d	unknown_plastic
b6834a0018	unknown_plastic
03bc1f20c1	unknown_plastic
365f0a3914	unknown_plastic
12faccb5be	unknown_plastic
b51e58879c	unknown_plastic
2ddd0f4740	unknown_plastic
9b664f53b3	unknown_plastic
c2f9296b46	unknown_plastic
c20956ef50	unknown_plastic
dca7ca20aa	unknown_plastic
011041e0aa	unknown_plastic
f8749a0c3a	unknown_plastic
2fbb6704a4	unknown_plastic
9826452e3e	unknown_plastic
8e38e66097	unknown_plastic
946b19977b	unknown_plastic
5deb2c8289	unknown_plastic
d4f628ab84	unknown_plastic
e9ed55245d	unknown_plastic
7e42691ca9	unknown_plastic
9fa94e84ec	unknown_plastic
4363ef0515	unknown_plastic
a31a183afc	unknown_plastic
bbcdf9d411	unknown_plastic
2dfc35b340	unknown_plastic
321e4ca69b	unknown_plastic
f04910d933	unknown_plastic
d93ff5381d	unknown_plastic
e319a9239e	unknown_plastic
d067f42a88	unknown_plastic
59b2a8967d	unknown_plastic
f942b344cb	unknown_plastic
a2d7762417	unknown_plastic
f41c6d89a0	unknown_plastic
54b0f51654	unknown_plastic
03f3222488	unknown_plastic
18c12379db	unknown_plastic
c6e7853f94	unknown_plastic
c678cbb8c4	unknown_plastic
dbd1ad958f	unknown_plastic
c357c6404c	unknown_plastic
c453ca7868	unknown_plastic
06e5288185	unknown_plastic
d9252f7108	unknown_plastic
4b79c7f64a	unknown_plastic
6b5630735c	unknown_plastic
e4f6862078	unknown_plastic
fdd250aaf8	unknown_plastic
06193ea167	unknown_plastic
e11db9f026	unknown_plastic
98f5319ea1	unknown_plastic
d77c72ad06	unknown_plastic
76dbc0ddef	unknown_plastic
ed59c48af1	unknown_plastic
c846928ccb	unknown_plastic
4fd7439f5f	unknown_plastic
59bb4d8994	unknown_plastic
afb51f2a48	unknown_plastic
043911f595	unknown_plastic
859f56e98f	unknown_plastic
351ec46339	unknown_plastic
6253b1aade	unknown_plastic
35c93c3022	unknown_plastic
022eb8d5c0	unknown_plastic
1ffba1b4fd	unknown_plastic
492fd42084	unknown_plastic
e7b235f99d	unknown_plastic
11daad25c1	unknown_plastic
f1049db3a7	unknown_plastic
40a64258ce	unknown_plastic
b69ae63e1e	unknown_plastic
3924de6053	unknown_plastic
6006d02fd0	unknown_plastic
c2e8b22549	unknown_plastic
4439edeb06	unknown_plastic
464cecdd28	unknown_plastic
07445ab657	unknown_plastic
22568aef8e	unknown_plastic
5dba745a6d	unknown_plastic
410c35bff0	unknown_plastic
7b67bc1ee2	unknown_plastic
02a32a7a7e	unknown_plastic
311bb738fa	unknown_plastic
e5832d643b	unknown_plastic
2e8f65dc48	unknown_plastic
47e3cd6199	unknown_plastic
f2331149c8	unknown_plastic
5a84760786	unknown_plastic
7a5cab44c4	unknown_plastic
7eb595321a	unknown_plastic
85c029b315	unknown_plastic
bf668f09da	unknown_plastic
58a913bfc4	unknown_plastic
e423238da0	unknown_plastic
a2b382f794	unknown_plastic
e2383a2e3f	unknown_plastic
5ffff98629	unknown_plastic
6182640e06	unknown_plastic
6db7070f50	unknown_plastic
f2ac448666	unknown_plastic
7d95f6a24a	unknown_plastic
16a5214e78	unknown_plastic
3153c53881	unknown_plastic
149486192c	unknown_plastic
385f93ecf4	unknown_plastic
64eb7a2b19	unknown_plastic
4d80c23cd9	unknown_plastic
d13b894c7e	unknown_plastic
ef48c45596	unknown_plastic
85daa0e1cc	unknown_plastic
f1a115c91e	unknown_plastic
2e88e882eb	unknown_plastic
51ae350e96	unknown_plastic
4d04112919	unknown_plastic
370d76c3ac	unknown_plastic
0a6877be04	unknown_plastic
7fa10495b8	unknown_plastic
b8c641df52	unknown_plastic
436aa7888c	unknown_plastic
ebf1824608	unknown_plastic
9e9f213bb6	unknown_plastic
259a695f19	unknown_plastic
a6b0446646	unknown_plastic
1af894a4b7	unknown_plastic
bd6a45daea	unknown_plastic
d8abd164ca	unknown_plastic
b373ab76a9	unknown_plastic
da35cff59c	unknown_plastic
e63f93b39a	unknown_plastic
2600949b2d	unknown_plastic
7901f703e1	unknown_plastic
7e6b1213b4	unknown_plastic
490a93286d	unknown_plastic
26266f75a5	unknown_plastic
5f43ec9013	unknown_plastic
9dc874efb6	unknown_plastic
1aa5e8a5eb	unknown_plastic
